Idade,Gênero,IMC,Filhos,Fumante,Região,Fumante_Numero,Encargos,Categoria_IMC,outlier_mask_Idade,outlier_mask_IMC,outlier_mask_Filhos,outlier_mask_Fumante_Numero,outlier_mask_Encargos
63.0,,31.85,2.0,não,,0.0,6187.88,Obeso,0,0,0,0,0
56.0,feminino,34.85,1.0,sim,nordeste,1.0,5439.18,Obeso,0,0,0,0,0
49.0,feminino,25.37,0.0,não,sudeste,0.0,4026.87,Sobrepeso,0,0,0,0,0
56.0,masculino,25.4,1.0,não,noroeste,0.0,5215.81,Sobrepeso,0,0,0,0,0
70.0,feminino,22.21,3.0,sim,sudoeste,1.0,6842.69,Peso normal,0,0,0,0,0
63.0,,32.17,,não,noroeste,0.0,5463.54,Obeso,0,0,0,0,0
77.0,masculino,23.11,0.0,sim,noroeste,1.0,6785.12,Peso normal,0,0,0,0,0
,feminino,31.32,3.0,não,sudoeste,0.0,3044.58,Obeso,0,0,0,0,0
41.0,feminino,30.27,3.0,sim,sudeste,1.0,5878.22,Obeso,0,0,0,0,0
66.0,masculino,30.76,0.0,sim,sudoeste,1.0,5565.27,Obeso,0,0,0,0,0
71.0,masculino,29.93,1.0,sim,nordeste,1.0,6885.92,Obeso,0,0,0,0,0
23.0,feminino,24.75,2.0,não,sudeste,0.0,3073.2,Peso normal,0,0,0,0,0
70.0,,32.23,3.0,sim,sudoeste,1.0,7737.64,Obeso,0,0,0,0,0
67.0,masculino,21.26,,não,nordeste,0.0,5521.19,Peso normal,0,0,0,0,0
,masculino,19.36,1.0,não,sudeste,0.0,1942.16,Peso normal,0,0,0,0,0
61.0,masculino,30.91,1.0,sim,noroeste,1.0,5612.59,Obeso,0,0,0,0,0
54.0,masculino,,0.0,não,nordeste,0.0,4491.39,Valor Inválido,0,0,0,0,0
77.0,feminino,27.47,0.0,sim,nordeste,1.0,6639.81,Sobrepeso,0,0,0,0,0
34.0,feminino,34.29,0.0,sim,,1.0,4238.51,Obeso,0,0,0,0,0
55.0,,19.64,0.0,não,sudeste,0.0,4571.68,Peso normal,0,0,0,0,0
44.0,feminino,30.48,0.0,sim,noroeste,1.0,4697.3,Obeso,0,0,0,0,0
43.0,feminino,28.49,0.0,não,,0.0,3577.45,Sobrepeso,0,0,0,0,0
39.0,masculino,,0.0,não,nordeste,0.0,3287.95,Valor Inválido,0,0,0,0,0
54.0,feminino,27.97,2.0,não,noroeste,0.0,5032.12,Sobrepeso,0,0,0,0,0
45.0,masculino,20.95,2.0,não,nordeste,0.0,5091.97,Peso normal,0,0,0,0,0
70.0,masculino,33.29,3.0,sim,sudeste,1.0,7270.65,Obeso,0,0,0,0,0
63.0,masculino,30.61,1.0,não,sudeste,0.0,5470.52,Obeso,0,0,0,0,0
68.0,masculino,29.94,2.0,não,noroeste,0.0,6486.28,Obeso,0,0,0,0,0
75.0,masculino,21.73,3.0,sim,nordeste,1.0,7584.37,Peso normal,0,0,0,0,0
56.0,feminino,26.67,3.0,não,sudoeste,0.0,5861.27,Sobrepeso,0,0,0,0,0
68.0,feminino,32.55,3.0,sim,sudoeste,1.0,7558.43,Obeso,0,0,0,0,0
44.0,feminino,27.74,2.0,não,nordeste,0.0,4861.36,Sobrepeso,0,0,0,0,0
41.0,,24.49,1.0,não,noroeste,0.0,4544.24,Peso normal,0,0,0,0,0
76.0,masculino,34.5,0.0,não,nordeste,0.0,6236.09,Obeso,0,0,0,0,0
67.0,,33.47,0.0,não,nordeste,0.0,5509.22,Obeso,0,0,0,0,0
,masculino,32.66,0.0,sim,sudoeste,1.0,2177.45,Obeso,0,0,0,0,0
60.0,feminino,31.83,0.0,,nordeste,,4660.67,Obeso,0,0,0,0,0
64.0,masculino,20.89,0.0,não,nordeste,0.0,5208.39,Peso normal,0,0,0,0,0
53.0,masculino,21.57,0.0,sim,noroeste,1.0,5236.95,Peso normal,0,0,0,0,0
40.0,feminino,29.13,1.0,não,sudeste,0.0,4231.94,Sobrepeso,0,0,0,0,0
25.0,masculino,22.53,1.0,não,sudoeste,0.0,3504.93,Peso normal,0,0,0,0,0
46.0,masculino,20.84,1.0,não,sudeste,0.0,4270.71,Peso normal,0,0,0,0,0
35.0,feminino,24.11,1.0,sim,nordeste,1.0,4000.86,Peso normal,0,0,0,0,0
61.0,masculino,20.81,,não,nordeste,0.0,4697.65,Peso normal,0,0,0,0,0
69.0,feminino,21.39,1.0,sim,nordeste,1.0,6306.62,Peso normal,0,0,0,0,0
41.0,masculino,24.7,2.0,sim,nordeste,1.0,4899.36,Peso normal,0,0,0,0,0
31.0,feminino,21.23,2.0,não,sudeste,0.0,3522.01,Peso normal,0,0,0,0,0
64.0,masculino,26.59,0.0,sim,noroeste,1.0,6085.5,Sobrepeso,0,0,0,0,0
24.0,masculino,30.58,2.0,não,noroeste,0.0,4002.33,Obeso,0,0,0,0,0
56.0,feminino,25.22,3.0,não,nordeste,0.0,6107.31,Sobrepeso,0,0,0,0,0
54.0,masculino,20.7,0.0,não,noroeste,0.0,4069.76,Peso normal,0,0,0,0,0
24.0,feminino,20.86,,sim,sudoeste,1.0,3553.72,Peso normal,0,0,0,0,0
62.0,masculino,18.09,2.0,não,sudeste,0.0,5745.77,Abaixo do peso,0,0,0,0,0
74.0,feminino,22.14,0.0,não,sudoeste,0.0,5524.22,Peso normal,0,0,0,0,0
51.0,masculino,27.73,1.0,sim,nordeste,1.0,5730.61,Sobrepeso,0,0,0,0,0
74.0,feminino,30.6,2.0,não,sudoeste,0.0,6683.48,Obeso,0,0,0,0,0
59.0,feminino,23.33,2.0,não,sudoeste,0.0,5992.14,Peso normal,0,0,0,0,0
75.0,feminino,20.15,1.0,,noroeste,,5798.96,Peso normal,0,0,0,0,0
69.0,masculino,23.55,1.0,não,,0.0,5394.71,Peso normal,0,0,0,0,0
25.0,masculino,34.5,0.0,não,noroeste,0.0,2993.23,Obeso,0,0,0,0,0
41.0,masculino,25.03,1.0,,sudoeste,,4435.39,Sobrepeso,0,0,0,0,0
39.0,feminino,26.33,2.0,não,noroeste,0.0,4553.54,Sobrepeso,0,0,0,0,0
55.0,feminino,33.94,1.0,não,,0.0,5678.42,Obeso,0,0,0,0,0
,feminino,30.26,3.0,sim,nordeste,1.0,2914.23,Obeso,0,0,0,0,0
29.0,feminino,26.99,0.0,sim,sudeste,1.0,3671.77,Sobrepeso,0,0,0,0,0
24.0,feminino,21.16,3.0,sim,sudoeste,1.0,4635.13,Peso normal,0,0,0,0,0
46.0,masculino,29.06,0.0,não,noroeste,0.0,3860.58,Sobrepeso,0,0,0,0,0
25.0,feminino,31.12,2.0,sim,sudeste,1.0,4438.3,Obeso,0,0,0,0,0
46.0,feminino,20.44,0.0,não,noroeste,0.0,4231.57,Peso normal,0,0,0,0,0
21.0,feminino,31.32,3.0,sim,sudoeste,1.0,4301.43,Obeso,0,0,0,0,0
38.0,masculino,23.74,3.0,,noroeste,,4826.51,Peso normal,0,0,0,0,0
61.0,feminino,29.57,2.0,não,sudoeste,0.0,6170.77,Sobrepeso,0,0,0,0,0
47.0,feminino,19.24,3.0,não,nordeste,0.0,5038.55,Peso normal,0,0,0,0,0
28.0,feminino,21.51,,não,,0.0,2910.87,Peso normal,0,0,0,0,0
40.0,masculino,23.42,3.0,não,noroeste,0.0,4661.58,Peso normal,0,0,0,0,0
61.0,,24.99,3.0,não,noroeste,0.0,5978.83,Sobrepeso,0,0,0,0,0
,feminino,34.02,0.0,não,noroeste,0.0,1920.99,Obeso,0,0,0,0,0
55.0,feminino,22.64,0.0,sim,noroeste,1.0,4636.51,Peso normal,0,0,0,0,0
31.0,,29.54,1.0,sim,sudeste,1.0,3851.71,Sobrepeso,0,0,0,0,0
,masculino,34.74,3.0,sim,sudeste,1.0,3337.62,Obeso,0,0,0,0,0
73.0,feminino,30.95,,não,nordeste,0.0,6164.02,Obeso,0,0,0,0,0
63.0,masculino,33.87,3.0,,nordeste,,6476.73,Obeso,0,0,0,0,0
55.0,feminino,25.47,3.0,,sudoeste,,5460.96,Sobrepeso,0,0,0,0,0
72.0,masculino,21.11,2.0,sim,nordeste,1.0,6562.87,Peso normal,0,0,0,0,0
21.0,feminino,20.93,2.0,sim,noroeste,1.0,3371.87,Peso normal,0,0,0,0,0
70.0,masculino,18.68,0.0,não,sudeste,0.0,5464.99,Peso normal,0,0,0,0,0
48.0,feminino,21.11,2.0,sim,noroeste,1.0,5800.28,Peso normal,0,0,0,0,0
30.0,feminino,25.94,3.0,sim,nordeste,1.0,4511.34,Sobrepeso,0,0,0,0,0
62.0,masculino,25.4,3.0,sim,sudeste,1.0,6638.53,Sobrepeso,0,0,0,0,0
,masculino,21.45,0.0,não,sudeste,0.0,786.73,Peso normal,0,0,0,0,0
31.0,masculino,29.72,2.0,sim,sudeste,1.0,4488.67,Sobrepeso,0,0,0,0,0
54.0,feminino,26.47,,não,,0.0,4900.93,Sobrepeso,0,0,0,0,0
39.0,feminino,,1.0,sim,noroeste,1.0,4199.06,Valor Inválido,0,0,0,0,0
75.0,,29.28,,não,sudeste,0.0,5777.35,Sobrepeso,0,0,0,0,0
56.0,feminino,34.8,0.0,sim,sudeste,1.0,5512.3,Obeso,0,0,0,0,0
62.0,masculino,31.33,,não,noroeste,0.0,4962.48,Obeso,0,0,0,0,0
58.0,masculino,23.22,3.0,não,noroeste,0.0,6158.61,Peso normal,0,0,0,0,0
78.0,feminino,32.03,2.0,não,nordeste,0.0,7144.56,Obeso,0,0,0,0,0
20.0,feminino,32.56,0.0,sim,sudeste,1.0,3020.14,Obeso,0,0,0,0,0
32.0,masculino,27.11,3.0,sim,sudoeste,1.0,4631.45,Sobrepeso,0,0,0,0,0
35.0,masculino,21.52,2.0,sim,sudeste,1.0,4149.69,Peso normal,0,0,0,0,0
79.0,masculino,34.74,1.0,sim,sudeste,1.0,7188.47,Obeso,0,0,0,0,0
73.0,feminino,,2.0,sim,nordeste,1.0,6869.06,Valor Inválido,0,0,0,0,0
79.0,feminino,32.41,3.0,não,sudoeste,0.0,7903.07,Obeso,0,0,0,0,0
74.0,feminino,19.69,1.0,sim,noroeste,1.0,6664.53,Peso normal,0,0,0,0,0
33.0,feminino,34.61,1.0,sim,nordeste,1.0,4649.85,Obeso,0,0,0,0,0
41.0,masculino,33.16,2.0,sim,nordeste,1.0,5319.38,Obeso,0,0,0,0,0
21.0,feminino,33.18,3.0,,noroeste,,4005.48,Obeso,0,0,0,0,0
72.0,feminino,27.27,2.0,sim,sudoeste,1.0,6626.05,Sobrepeso,0,0,0,0,0
71.0,masculino,33.74,1.0,não,sudeste,0.0,6176.83,Obeso,0,0,0,0,0
58.0,feminino,20.85,2.0,não,nordeste,0.0,5565.52,Peso normal,0,0,0,0,0
30.0,feminino,34.23,0.0,não,sudoeste,0.0,3054.84,Obeso,0,0,0,0,0
74.0,feminino,34.3,2.0,sim,sudoeste,1.0,7667.52,Obeso,0,0,0,0,0
40.0,masculino,31.78,0.0,não,nordeste,0.0,3643.24,Obeso,0,0,0,0,0
62.0,feminino,18.36,1.0,sim,sudoeste,1.0,5409.95,Abaixo do peso,0,0,0,0,0
,masculino,33.04,3.0,sim,sudoeste,1.0,3466.64,Obeso,0,0,0,0,0
55.0,masculino,24.46,,não,sudeste,0.0,4188.99,Peso normal,0,0,0,0,0
40.0,feminino,24.19,3.0,não,sudoeste,0.0,4631.91,Peso normal,0,0,0,0,0
21.0,,28.57,2.0,não,noroeste,0.0,3206.85,Sobrepeso,0,0,0,0,0
56.0,feminino,29.16,2.0,não,sudoeste,0.0,5346.76,Sobrepeso,0,0,0,0,0
46.0,,18.53,1.0,sim,sudoeste,1.0,4521.53,Peso normal,0,0,0,0,0
51.0,masculino,20.72,3.0,não,,0.0,5781.97,Peso normal,0,0,0,0,0
68.0,masculino,18.73,3.0,não,sudoeste,0.0,6269.93,Peso normal,0,0,0,0,0
54.0,masculino,30.16,,,sudoeste,,4272.36,Obeso,0,0,0,0,0
73.0,feminino,31.38,3.0,não,noroeste,0.0,7317.03,Obeso,0,0,0,0,0
49.0,masculino,25.31,3.0,não,sudeste,0.0,5367.12,Sobrepeso,0,0,0,0,0
64.0,masculino,24.58,0.0,não,nordeste,0.0,4959.06,Peso normal,0,0,0,0,0
61.0,feminino,21.18,3.0,sim,nordeste,1.0,6679.77,Peso normal,0,0,0,0,0
26.0,feminino,23.79,2.0,sim,sudeste,1.0,4471.48,Peso normal,0,0,0,0,0
20.0,feminino,,0.0,sim,noroeste,1.0,2611.34,Valor Inválido,0,0,0,0,0
61.0,masculino,23.7,3.0,,sudeste,,6012.43,Peso normal,0,0,0,0,0
31.0,masculino,,0.0,não,nordeste,0.0,3125.98,Valor Inválido,0,0,0,0,0
79.0,masculino,19.4,2.0,,noroeste,,7096.74,Peso normal,0,0,0,0,0
19.0,feminino,27.5,1.0,não,sudeste,0.0,2945.32,Sobrepeso,0,0,0,0,0
54.0,,32.34,0.0,não,sudoeste,0.0,4382.86,Obeso,0,0,0,0,0
60.0,masculino,24.71,2.0,sim,nordeste,1.0,5810.12,Peso normal,0,0,0,0,0
38.0,masculino,22.82,3.0,não,,0.0,4703.89,Peso normal,0,0,0,0,0
36.0,feminino,34.98,,sim,nordeste,1.0,4247.01,Obeso,0,0,0,0,0
33.0,masculino,30.82,3.0,,sudoeste,,4333.8,Obeso,0,0,0,0,0
75.0,feminino,24.64,3.0,sim,sudeste,1.0,7654.19,Peso normal,0,0,0,0,0
25.0,masculino,,1.0,sim,sudeste,1.0,3903.87,Valor Inválido,0,0,0,0,0
28.0,,19.78,1.0,não,sudoeste,0.0,3000.01,Peso normal,0,0,0,0,0
74.0,masculino,21.8,2.0,não,,0.0,6177.39,Peso normal,0,0,0,0,0
,masculino,24.32,1.0,não,sudeste,0.0,1455.17,Peso normal,0,0,0,0,0
44.0,feminino,29.91,0.0,não,noroeste,0.0,4056.72,Obeso,0,0,0,0,0
74.0,masculino,25.35,3.0,,sudoeste,,7326.5,Sobrepeso,0,0,0,0,0
55.0,masculino,29.66,1.0,sim,nordeste,1.0,5651.74,Sobrepeso,0,0,0,0,0
36.0,masculino,23.59,0.0,sim,noroeste,1.0,3762.74,Peso normal,0,0,0,0,0
69.0,feminino,31.88,3.0,não,nordeste,0.0,6418.44,Obeso,0,0,0,0,0
,masculino,20.74,1.0,sim,nordeste,1.0,1952.38,Peso normal,0,0,0,0,0
25.0,feminino,28.54,1.0,não,nordeste,0.0,3222.29,Sobrepeso,0,0,0,0,0
72.0,feminino,31.79,3.0,sim,noroeste,1.0,7240.82,Obeso,0,0,0,0,0
26.0,masculino,20.01,,não,sudeste,0.0,2744.63,Peso normal,0,0,0,0,0
49.0,feminino,33.49,,não,nordeste,0.0,4655.91,Obeso,0,0,0,0,0
66.0,masculino,26.42,,não,sudeste,0.0,5311.46,Sobrepeso,0,0,0,0,0
57.0,masculino,24.1,2.0,sim,noroeste,1.0,6394.32,Peso normal,0,0,0,0,0
45.0,masculino,30.73,2.0,sim,nordeste,1.0,5121.69,Obeso,0,0,0,0,0
59.0,feminino,,2.0,sim,noroeste,1.0,6577.94,Valor Inválido,0,0,0,0,0
74.0,masculino,34.76,2.0,sim,sudoeste,1.0,7578.7,Obeso,0,0,0,0,0
75.0,feminino,31.81,3.0,sim,nordeste,1.0,7813.83,Obeso,0,0,0,0,0
,masculino,23.52,3.0,não,,0.0,2399.74,Peso normal,0,0,0,0,0
41.0,feminino,22.45,0.0,sim,nordeste,1.0,4381.66,Peso normal,0,0,0,0,0
33.0,feminino,26.32,1.0,sim,nordeste,1.0,4509.27,Sobrepeso,0,0,0,0,0
78.0,masculino,19.75,2.0,sim,noroeste,1.0,6790.77,Peso normal,0,0,0,0,0
72.0,feminino,27.51,3.0,não,noroeste,0.0,6762.61,Sobrepeso,0,0,0,0,0
70.0,feminino,29.93,2.0,sim,nordeste,1.0,7381.97,Obeso,0,0,0,0,0
79.0,feminino,31.33,1.0,não,sudoeste,0.0,7009.42,Obeso,0,0,0,0,0
35.0,masculino,33.99,3.0,sim,nordeste,1.0,5818.5,Obeso,0,0,0,0,0
43.0,,20.22,2.0,não,sudeste,0.0,4345.52,Peso normal,0,0,0,0,0
,feminino,26.74,1.0,não,nordeste,0.0,1365.45,Sobrepeso,0,0,0,0,0
,masculino,32.05,3.0,não,sudeste,0.0,3141.63,Obeso,0,0,0,0,0
56.0,masculino,33.88,2.0,sim,sudoeste,1.0,6367.33,Obeso,0,0,0,0,0
74.0,feminino,33.23,0.0,sim,nordeste,1.0,6605.12,Obeso,0,0,0,0,0
,feminino,19.06,0.0,não,noroeste,0.0,1288.91,Peso normal,0,0,0,0,0
78.0,masculino,20.64,1.0,sim,nordeste,1.0,7170.58,Peso normal,0,0,0,0,0
74.0,feminino,19.44,0.0,não,sudeste,0.0,5170.44,Peso normal,0,0,0,0,0
62.0,masculino,25.76,3.0,sim,nordeste,1.0,6312.32,Sobrepeso,0,0,0,0,0
66.0,masculino,34.08,0.0,não,nordeste,0.0,5869.17,Obeso,0,0,0,0,0
,,18.28,1.0,não,noroeste,0.0,1787.65,Abaixo do peso,0,0,0,0,0
,masculino,22.58,,sim,sudeste,1.0,1815.26,Peso normal,0,0,0,0,0
48.0,masculino,28.43,,não,,0.0,4185.28,Sobrepeso,0,0,0,0,0
30.0,masculino,18.02,3.0,sim,noroeste,1.0,4839.16,Abaixo do peso,0,0,0,0,0
66.0,feminino,19.24,3.0,sim,sudoeste,1.0,6780.76,Peso normal,0,0,0,0,0
27.0,feminino,30.06,2.0,sim,sudeste,1.0,4126.16,Obeso,0,0,0,0,0
,feminino,29.83,,sim,,1.0,1843.33,Sobrepeso,0,0,0,0,0
44.0,masculino,31.51,3.0,sim,sudoeste,1.0,5748.5,Obeso,0,0,0,0,0
75.0,feminino,18.37,2.0,não,nordeste,0.0,6100.06,Abaixo do peso,0,0,0,0,0
51.0,masculino,31.3,0.0,sim,noroeste,1.0,5044.86,Obeso,0,0,0,0,0
75.0,feminino,27.01,3.0,sim,noroeste,1.0,7549.96,Sobrepeso,0,0,0,0,0
,masculino,20.41,3.0,não,nordeste,0.0,2713.82,Peso normal,0,0,0,0,0
55.0,feminino,26.95,0.0,não,,0.0,4381.64,Sobrepeso,0,0,0,0,0
40.0,,25.32,1.0,não,nordeste,0.0,4264.59,Sobrepeso,0,0,0,0,0
69.0,masculino,20.62,1.0,sim,,1.0,5839.84,Peso normal,0,0,0,0,0
59.0,masculino,23.61,3.0,sim,nordeste,1.0,6623.8,Peso normal,0,0,0,0,0
33.0,masculino,30.53,1.0,sim,sudoeste,1.0,4437.98,Obeso,0,0,0,0,0
76.0,masculino,28.07,3.0,não,,0.0,6812.52,Sobrepeso,0,0,0,0,0
68.0,feminino,31.54,1.0,sim,,1.0,6352.07,Obeso,0,0,0,0,0
19.0,,20.14,2.0,não,nordeste,0.0,3139.12,Peso normal,0,0,0,0,0
24.0,masculino,23.01,3.0,não,sudoeste,0.0,3658.4,Peso normal,0,0,0,0,0
26.0,,20.61,2.0,,sudoeste,,3162.18,Peso normal,0,0,0,0,0
22.0,masculino,31.44,1.0,sim,nordeste,1.0,4026.01,Obeso,0,0,0,0,0
,masculino,30.87,1.0,sim,nordeste,1.0,2476.18,Obeso,0,0,0,0,0
,,32.18,,sim,noroeste,1.0,1599.05,Obeso,0,0,0,0,0
24.0,feminino,22.53,1.0,sim,sudoeste,1.0,3742.51,Peso normal,0,0,0,0,0
38.0,masculino,34.57,3.0,não,sudoeste,0.0,5337.83,Obeso,0,0,0,0,0
28.0,masculino,26.18,3.0,não,sudoeste,0.0,4240.71,Sobrepeso,0,0,0,0,0
63.0,masculino,,2.0,sim,noroeste,1.0,6099.32,Valor Inválido,0,0,0,0,0
33.0,feminino,22.06,2.0,,noroeste,,3878.03,Peso normal,0,0,0,0,0
74.0,masculino,34.81,2.0,sim,sudoeste,1.0,7247.99,Obeso,0,0,0,0,0
39.0,masculino,32.91,0.0,sim,sudoeste,1.0,4654.12,Obeso,0,0,0,0,0
61.0,masculino,19.17,2.0,não,noroeste,0.0,5977.49,Peso normal,0,0,0,0,0
54.0,masculino,28.0,0.0,sim,sudeste,1.0,5112.91,Sobrepeso,0,0,0,0,0
48.0,masculino,25.26,0.0,sim,sudeste,1.0,4914.61,Sobrepeso,0,0,0,0,0
66.0,masculino,19.37,2.0,sim,sudoeste,1.0,6143.89,Peso normal,0,0,0,0,0
,feminino,27.32,2.0,sim,sudoeste,1.0,2834.38,Sobrepeso,0,0,0,0,0
40.0,masculino,23.79,1.0,sim,sudeste,1.0,4708.17,Peso normal,0,0,0,0,0
64.0,masculino,23.66,3.0,sim,noroeste,1.0,6981.77,Peso normal,0,0,0,0,0
30.0,feminino,32.35,2.0,não,sudeste,0.0,4357.76,Obeso,0,0,0,0,0
46.0,masculino,,3.0,não,,0.0,5139.64,Valor Inválido,0,0,0,0,0
65.0,feminino,28.6,3.0,sim,sudoeste,1.0,7197.19,Sobrepeso,0,0,0,0,0
78.0,,28.17,1.0,sim,sudeste,1.0,7185.77,Sobrepeso,0,0,0,0,0
29.0,masculino,19.87,,não,nordeste,0.0,3069.01,Peso normal,0,0,0,0,0
50.0,masculino,30.17,0.0,,noroeste,,4644.0,Obeso,0,0,0,0,0
19.0,masculino,22.96,1.0,não,sudoeste,0.0,2464.83,Peso normal,0,0,0,0,0
55.0,masculino,29.16,0.0,não,noroeste,0.0,4898.23,Sobrepeso,0,0,0,0,0
56.0,feminino,25.34,2.0,sim,noroeste,1.0,6017.86,Sobrepeso,0,0,0,0,0
30.0,masculino,32.52,2.0,sim,noroeste,1.0,4217.02,Obeso,0,0,0,0,0
45.0,masculino,24.9,0.0,não,nordeste,0.0,3948.76,Sobrepeso,0,0,0,0,0
24.0,masculino,,,sim,sudeste,1.0,2911.46,Valor Inválido,0,0,0,0,0
,feminino,34.0,3.0,não,nordeste,0.0,3027.3,Obeso,0,0,0,0,0
69.0,masculino,27.55,0.0,não,noroeste,0.0,5148.26,Sobrepeso,0,0,0,0,0
39.0,masculino,30.24,0.0,,sudeste,,4190.52,Obeso,0,0,0,0,0
,feminino,22.46,1.0,sim,sudeste,1.0,1818.93,Peso normal,0,0,0,0,0
53.0,masculino,29.04,0.0,sim,sudoeste,1.0,4784.25,Sobrepeso,0,0,0,0,0
,masculino,27.34,3.0,não,sudoeste,0.0,2530.31,Sobrepeso,0,0,0,0,0
49.0,feminino,18.23,0.0,não,sudoeste,0.0,3751.33,Abaixo do peso,0,0,0,0,0
38.0,feminino,25.1,2.0,sim,noroeste,1.0,4843.15,Sobrepeso,0,0,0,0,0
40.0,feminino,19.41,2.0,não,nordeste,0.0,4233.11,Peso normal,0,0,0,0,0
53.0,feminino,23.32,2.0,sim,sudoeste,1.0,6122.37,Peso normal,0,0,0,0,0
63.0,feminino,31.78,3.0,não,nordeste,0.0,6912.02,Obeso,0,0,0,0,0
71.0,feminino,26.02,1.0,não,,0.0,6360.91,Sobrepeso,0,0,0,0,0
,masculino,29.44,1.0,sim,sudeste,1.0,2274.65,Sobrepeso,0,0,0,0,0
,,33.27,2.0,sim,noroeste,1.0,3253.31,Obeso,0,0,0,0,0
,,31.55,3.0,não,sudoeste,0.0,2265.45,Obeso,0,0,0,0,0
,feminino,30.84,3.0,sim,,1.0,3420.47,Obeso,0,0,0,0,0
65.0,,30.09,0.0,sim,sudeste,1.0,5533.5,Obeso,0,0,0,0,0
46.0,masculino,24.5,3.0,sim,sudeste,1.0,5340.2,Peso normal,0,0,0,0,0
22.0,,18.63,0.0,não,noroeste,0.0,2840.96,Peso normal,0,0,0,0,0
65.0,feminino,32.84,0.0,sim,nordeste,1.0,6250.62,Obeso,0,0,0,0,0
41.0,feminino,31.98,1.0,sim,sudoeste,1.0,4962.37,Obeso,0,0,0,0,0
52.0,,24.16,0.0,sim,,1.0,4663.35,Peso normal,0,0,0,0,0
,masculino,,2.0,não,nordeste,0.0,1768.33,Valor Inválido,0,0,0,0,0
31.0,,24.94,0.0,não,nordeste,0.0,3598.81,Sobrepeso,0,0,0,0,0
62.0,masculino,30.5,3.0,sim,nordeste,1.0,6777.15,Obeso,0,0,0,0,0
23.0,feminino,33.72,2.0,sim,sudoeste,1.0,4337.51,Obeso,0,0,0,0,0
23.0,feminino,23.27,1.0,não,noroeste,0.0,2935.71,Peso normal,0,0,0,0,0
,feminino,19.25,1.0,sim,nordeste,1.0,2443.36,Peso normal,0,0,0,0,0
72.0,masculino,19.78,2.0,sim,,1.0,7105.81,Peso normal,0,0,0,0,0
58.0,feminino,19.75,1.0,não,noroeste,0.0,4772.42,Peso normal,0,0,0,0,0
72.0,feminino,33.69,2.0,sim,sudeste,1.0,6817.38,Obeso,0,0,0,0,0
19.0,feminino,33.69,1.0,sim,noroeste,1.0,3731.57,Obeso,0,0,0,0,0
55.0,masculino,29.82,0.0,sim,sudoeste,1.0,5115.33,Sobrepeso,0,0,0,0,0
24.0,feminino,,1.0,sim,noroeste,1.0,3506.24,Valor Inválido,0,0,0,0,0
74.0,masculino,19.7,2.0,sim,nordeste,1.0,7176.28,Peso normal,0,0,0,0,0
,feminino,26.92,1.0,sim,noroeste,1.0,2067.2,Sobrepeso,0,0,0,0,0
,masculino,32.67,1.0,sim,noroeste,1.0,1982.17,Obeso,0,0,0,0,0
19.0,feminino,24.73,2.0,não,sudeste,0.0,2861.18,Peso normal,0,0,0,0,0
78.0,masculino,27.69,3.0,não,noroeste,0.0,7313.77,Sobrepeso,0,0,0,0,0
66.0,masculino,,0.0,sim,sudeste,1.0,5968.66,Valor Inválido,0,0,0,0,0
29.0,masculino,28.8,2.0,sim,sudoeste,1.0,4031.38,Sobrepeso,0,0,0,0,0
75.0,feminino,31.26,0.0,sim,sudeste,1.0,6681.14,Obeso,0,0,0,0,0
47.0,feminino,32.75,2.0,não,noroeste,0.0,5500.24,Obeso,0,0,0,0,0
42.0,masculino,18.22,0.0,sim,sudoeste,1.0,4070.53,Abaixo do peso,0,0,0,0,0
39.0,,27.92,3.0,sim,sudeste,1.0,5320.3,Sobrepeso,0,0,0,0,0
69.0,feminino,18.55,2.0,não,sudeste,0.0,6163.22,Peso normal,0,0,0,0,0
43.0,,28.21,0.0,não,noroeste,0.0,3851.75,Sobrepeso,0,0,0,0,0
25.0,feminino,25.04,2.0,não,nordeste,0.0,3751.52,Sobrepeso,0,0,0,0,0
39.0,masculino,32.04,3.0,não,,0.0,4897.99,Obeso,0,0,0,0,0
34.0,feminino,18.66,0.0,sim,sudeste,1.0,3247.08,Peso normal,0,0,0,0,0
79.0,masculino,25.95,2.0,não,sudeste,0.0,6444.91,Sobrepeso,0,0,0,0,0
37.0,feminino,30.2,3.0,sim,nordeste,1.0,5721.1,Obeso,0,0,0,0,0
56.0,feminino,32.36,3.0,não,noroeste,0.0,6257.46,Obeso,0,0,0,0,0
69.0,feminino,18.18,2.0,sim,sudeste,1.0,6405.33,Abaixo do peso,0,0,0,0,0
23.0,feminino,27.56,0.0,sim,noroeste,1.0,2899.33,Sobrepeso,0,0,0,0,0
34.0,,,1.0,não,sudeste,0.0,3826.35,Valor Inválido,0,0,0,0,0
63.0,masculino,32.0,,sim,sudoeste,1.0,5836.71,Obeso,0,0,0,0,0
45.0,masculino,22.62,1.0,sim,,1.0,5236.81,Peso normal,0,0,0,0,0
70.0,feminino,26.73,0.0,sim,,1.0,5953.28,Sobrepeso,0,0,0,0,0
72.0,masculino,18.27,3.0,sim,sudoeste,1.0,6731.39,Abaixo do peso,0,0,0,0,0
62.0,feminino,25.61,3.0,não,noroeste,0.0,5995.51,Sobrepeso,0,0,0,0,0
29.0,masculino,,3.0,não,sudeste,0.0,4063.93,Valor Inválido,0,0,0,0,0
35.0,masculino,31.43,0.0,não,sudeste,0.0,4014.57,Obeso,0,0,0,0,0
